Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2075,38,51,49,45,42,54,47,48,40,47,55,47,41,46,45,50,29,48,50,41,44,60,49,39,33,45,43,45
2076,40,55,39,45,52,41,45,48,48,51,45,53,36,47,54,56,25,44,63,43,48,50,54,49,45,49,40,48
2077,46,38,52,50,48,38,45,36,45,39,48,35,51,42,39,37,25,43,54,47,41,39,53,47,35,38,32,41
2078,54,47,45,39,46,53,47,40,36,41,59,48,41,44,40,46,22,44,49,61,44,52,38,36,45,39,51,44
2079,45,39,38,45,45,45,43,41,54,43,42,44,39,44,45,59,26,45,53,50,46,47,34,42,41,47,45,43
2080,37,48,41,44,41,47,43,44,41,47,48,43,39,44,48,51,23,46,43,59,45,47,48,33,43,53,40,44
2081,53,64,37,43,40,47,47,40,43,42,44,49,51,45,36,46,26,47,54,40,42,38,46,46,50,46,54,47
2082,42,47,41,46,38,42,43,31,39,32,52,50,53,43,49,53,33,37,45,34,42,59,50,40,43,53,36,47
2083,58,53,57,44,35,42,48,45,50,38,39,50,45,45,31,53,29,44,38,46,40,47,34,41,55,53,48,46
2084,40,52,56,41,44,50,47,46,41,50,52,42,47,46,54,49,22,40,53,39,43,40,55,34,37,46,36,41
2085,48,44,45,48,39,39,44,34,53,35,38,40,49,42,50,51,31,43,49,40,44,41,41,35,42,38,42,40
2086,54,41,56,54,48,37,48,55,40,36,48,58,47,47,43,50,25,45,38,43,41,37,43,43,38,42,44,41
2087,59,37,50,39,54,53,49,41,56,36,43,41,47,44,45,43,25,52,56,43,44,43,36,52,50,38,41,43
2088,54,47,55,43,41,44,47,39,35,54,47,47,41,44,35,44,21,50,39,48,40,51,40,30,47,42,40,42
2089,41,44,50,37,43,45,43,47,31,43,39,41,43,41,48,43,25,42,45,36,40,44,36,36,51,46,49,44
2090,48,44,50,42,43,48,46,38,45,49,53,49,36,45,57,46,19,51,45,50,45,50,52,61,48,39,47,50
2091,32,56,55,54,41,40,46,45,58,43,37,40,39,44,50,48,24,33,32,50,40,43,39,40,51,48,41,44
2092,39,38,45,44,43,51,43,48,47,49,51,45,40,47,49,61,35,36,46,49,46,33,42,31,43,43,45,40
2093,43,45,47,46,53,47,47,43,32,40,44,41,41,40,50,53,27,48,45,48,45,54,44,39,50,51,55,49
2094,52,45,47,49,43,48,47,38,56,42,36,53,55,47,52,45,37,44,50,39,45,41,51,51,45,53,44,48
2095,39,50,53,43,42,53,47,44,46,56,46,43,34,45,47,45,28,46,43,58,45,39,45,43,43,40,40,42
2096,38,55,60,39,38,48,46,41,49,43,47,51,59,48,44,50,19,50,49,51,44,48,44,35,52,48,42,45
2097,42,40,45,38,56,37,43,47,42,60,41,49,47,48,43,53,27,52,42,47,44,46,40,34,47,34,40,40
2098,47,55,44,39,45,49,47,57,46,44,53,54,40,49,51,46,37,40,56,35,44,43,32,42,43,37,51,41
2099,54,46,44,44,52,46,48,50,38,37,37,58,38,43,48,42,21,31,39,40,37,45,51,39,48,50,45,46
2100,41,58,45,58,57,51,52,47,43,51,40,54,62,50,41,48,32,40,37,55,42,39,49,41,61,41,51,47
